1520527958474741167,-0.100754,0.0516752,0.0603922,0.930096,0.471102,9.80068
1520527958475741184,-0.101695,0.0486811,0.0611251,0.923807,0.464601,9.78998
1520527958476741120,-0.102419,0.0457932,0.0617785,0.918083,0.458955,9.77962
1520527958477741056,-0.102942,0.0430178,0.0623575,0.912921,0.454164,9.76962
1520527958478740992,-0.103282,0.0403614,0.0628672,0.90832,0.450231,9.75998
1520527958479740928,-0.103453,0.0378304,0.0633126,0.90428,0.447157,9.75068
1520527958480740864,-0.103472,0.0354313,0.0636985,0.900798,0.444944,9.74174
1520527958481740800,-0.103355,0.0331705,0.0640302,0.897875,0.443593,9.73314
1520527958482740736,-0.103117,0.0310544,0.0643124,0.895508,0.443105,9.72491
1520527958483740672,-0.102775,0.0290896,0.0645502,0.893695,0.443481,9.71702
1520527958484740608,-0.102344,0.0272824,0.0647486,0.892437,0.444722,9.70949
1520527958485740544,-0.101838,0.0256366,0.0649135,0.891374,0.445972,9.70201
1520527958486740480,-0.101258,0.0241438,0.0650539,0.890147,0.446377,9.69429
1520527958487740416,-0.100603,0.0227932,0.0651799,0.888755,0.445937,9.68631
1520527958488740352,-0.0998702,0.0215737,0.0653015,0.887196,0.444653,9.67809
1520527958489740288,-0.0990596,0.0204744,0.0654286,0.885469,0.442525,9.66962
1520527958490740224,-0.0981693,0.0194841,0.0655713,0.883572,0.439554,9.6609
1520527958491740160,-0.097198,0.0185919,0.0657395,0.881505,0.435742,9.65193
1520527958492740096,-0.0961443,0.0177867,0.0659432,0.879266,0.431089,9.64271
1520527958493740032,-0.0950068,0.0170576,0.0661924,0.876854,0.425596,9.63324
1520527958494739968,-0.093784,0.0163936,0.066497,0.874269,0.419264,9.62352
1520527958495739904,-0.0924747,0.0157828,0.0668616,0.871328,0.412889,9.61418
1520527958496739840,-0.0910779,0.0152102,0.0672691,0.867849,0.407271,9.60584
1520527958497739776,-0.0895927,0.0146603,0.0676972,0.863832,0.402411,9.59851
1520527958498739712,-0.0880183,0.0141172,0.0681234,0.859276,0.398309,9.59219
1520527958499739648,-0.0863538,0.0135651,0.0685252,0.854183,0.394967,9.58687
1520527958500739584,-0.0845983,0.0129884,0.0688802,0.848551,0.392384,9.58255
1520527958501739520,-0.0827509,0.0123712,0.069166,0.842382,0.390562,9.57925
1520527958502739456,-0.0808109,0.011698,0.06936,0.835676,0.389501,9.57695
1520527958503739392,-0.0787772,0.0109528,0.0694399,0.828434,0.389203,9.57565
1520527958504739328,-0.0766492,0.0101201,0.0693832,0.820656,0.389668,9.57536
1520527958505739264,-0.0744295,0.00918847,0.0691735,0.812653,0.390486,9.57563
1520527958506739200,-0.0721362,0.00816363,0.0688187,0.804738,0.391244,9.57598
1520527958507739136,-0.069791,0.00705578,0.0683329,0.796912,0.391944,9.57642
1520527958508739072,-0.0674155,0.00587505,0.0677301,0.789174,0.392586,9.57695
1520527958509739008,-0.0650315,0.00463159,0.0670246,0.781526,0.393169,9.57757
1520527958510738944,-0.0626606,0.00333553,0.0662302,0.773969,0.393694,9.57827
1520527958511738880,-0.0603247,0.00199701,0.0653611,0.766502,0.394162,9.57907
1520527958512738816,-0.0580454,0.000626152,0.0644313,0.759127,0.39457,9.57995
1520527958513738752,-0.0558443,-0.000766905,0.063455,0.751842,0.394919,9.58093
1520527958514738688,-0.0537433,-0.00217202,0.0624462,0.744649,0.395208,9.58199
1520527958515738624,-0.0517563,-0.00358197,0.0614159,0.73793,0.39518,9.58337
1520527958516738560,-0.0498673,-0.00500122,0.060362,0.732073,0.394576,9.5853
1520527958517738496,-0.0480522,-0.00643722,0.0592796,0.727076,0.393395,9.58779
1520527958518738432,-0.046287,-0.00789739,0.0581633,0.722941,0.391637,9.59083
1520527958519738368,-0.044548,-0.00938918,0.0570082,0.719668,0.3893,9.59442
1520527958520738304,-0.0428111,-0.01092,0.055809,0.717256,0.386385,9.59856
1520527958521738240,-0.0410525,-0.0124974,0.0545607,0.715706,0.382891,9.60325
1520527958522738176,-0.0392482,-0.0141287,0.053258,0.715018,0.378819,9.6085
1520527958523738112,-0.0373743,-0.0158214,0.0518959,0.715193,0.374168,9.6143
1520527958524738048,-0.0354068,-0.0175829,0.0504691,0.716233,0.368941,9.62065
